Id,District Name,Neighborhood Name,Street,Weekday,Month,Day,Hour,Part of the day,Mild injuries,Serious injuries,Victims,Vehicles involved,Longitude,Latitude
20170000183,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,AV DIAGONAL                                       ,Monday,January,9,8,Morning,1,0,1,2,2.154919,41.395617
20170000184,Eixample,la Dreta de l'Eixample,AV DIAGONAL / Pg Gràcia                           ,Monday,January,9,9,Morning,1,0,1,2,2.159495,41.396524
20170000185,Eixample,la Dreta de l'Eixample,CONSELL DE CENT                                   ,Monday,January,9,11,Morning,1,0,1,2,2.1691439999999997,41.39382
20170000186,Ciutat Vella,el Raval,LLUNA                                             ,Monday,January,9,12,Morning,0,0,0,1,2.166382,41.38087
20170000187,Sant Andreu,la Trinitat Vella,ALMASSORA                                         ,Monday,January,9,12,Morning,1,0,1,1,2.190195,41.451552
20170000188,Sants-Montjuïc,la Marina del Prat Vermell,PG ZONA FRANCA                                    ,Monday,January,9,12,Morning,4,0,4,2,2.1429110000000002,41.354403999999995
20170000189,Sants-Montjuïc,Hostafrancs,CREU COBERTA                                      ,Monday,January,9,12,Morning,1,0,1,1,2.142271,41.37538
20170000190,Horta-Guinardó,Horta,LLOBREGÓS                                         ,Monday,January,9,12,Morning,1,0,1,2,2.158831,41.425921
20170000191,Nou Barris,Canyelles,RDA DALT(LLOBREGAT                                ,Monday,January,9,13,Morning,1,0,1,2,2.164981,41.441179
20170000192,Gràcia,la Vila de Gràcia,TORRENT DE L'OLLA                                 ,Monday,January,9,13,Morning,1,0,1,3,2.152011,41.406837
20170000193,Eixample,la Dreta de l'Eixample,PG SANT JOAN / Av Diagonal                        ,Monday,January,9,13,Morning,2,0,2,2,2.169936,41.399124
20170000194,Sants-Montjuïc,la Marina del Prat Vermell,TRANSVERSAL 9                                     ,Monday,January,9,13,Morning,1,0,1,1,2.1158740000000003,41.33034
20170000195,Sant Martí,el Parc i la Llacuna del Poblenou,ALMOGÀVERS / Zamora                               ,Monday,January,9,14,Afternoon,2,0,2,1,2.189173,41.396468
20170000196,Eixample,l'Antiga Esquerra de l'Eixample,CASANOVA / Còrsega                                ,Monday,January,9,16,Afternoon,1,0,1,2,2.151665,41.390763
20170000197,Eixample,la Dreta de l'Eixample,MALLORCA / Bailèn                                 ,Monday,January,9,16,Afternoon,1,0,1,2,2.1686490000000003,41.398399
20170000198,Nou Barris,la Guineueta,PG VERDUM / Lorena                                ,Monday,January,9,17,Afternoon,2,0,2,2,2.172473,41.437502
20170000200,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,RDA GENERAL MITRE                                 ,Monday,January,9,18,Afternoon,2,0,2,2,2.132978,41.397506
20170000201,Sants-Montjuïc,la Marina de Port,FERROCARRILS CAT / Foneria                        ,Monday,January,9,19,Afternoon,1,0,1,1,2.141099,41.361523
20170000202,Sants-Montjuïc,el Poble-sec,RADAS                                             ,Monday,January,9,19,Afternoon,1,0,1,1,2.160827,41.373154
20170000203,Sant Andreu,Navas,BISCAIA                                           ,Monday,January,9,18,Afternoon,0,0,0,1,2.1847990000000004,41.418428000000006
20170000204,Sarrià-Sant Gervasi,Sarrià,COPÈRNIC                                          ,Monday,January,9,21,Afternoon,1,0,1,2,2.14308,41.401843
20170000205,Eixample,la Nova Esquerra de l'Eixample,ROCAFORT / GV Corts Catalanes                     ,Monday,January,9,22,Night,1,0,1,2,2.154035,41.37874
20170000206,Sants-Montjuïc,la Bordeta,GV CORTS CATALANES                                ,Monday,January,9,23,Night,1,0,1,3,2.146262,41.373206
20170000207,Sants-Montjuïc,Sants - Badal,SANTS / Carreras i Candi                          ,Monday,January,9,21,Afternoon,2,0,2,2,2.126329,41.375593
20170000208,Les Corts,les Corts,AV DIAGONAL                                       ,Tuesday,January,10,2,Night,0,0,0,1,2.12969,41.388469
20170000209,Eixample,la Dreta de l'Eixample,PAU CLARIS                                        ,Tuesday,January,10,8,Morning,1,0,1,3,2.1691279999999997,41.391345
20170000210,Eixample,la Sagrada Família,LEPANT / Aragó                                    ,Tuesday,January,10,8,Morning,1,0,1,2,2.178945,41.402738
20170000211,Sarrià-Sant Gervasi,Sarrià,EDUARDO CONDE / Pg Claudi Güell                   ,Tuesday,January,10,9,Morning,1,0,1,2,2.122062,41.391882
20170000212,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",AV MRQ ARGENTERA                                  ,Tuesday,January,10,8,Morning,1,0,1,2,2.185337,41.385359
20170000213,Sants-Montjuïc,el Poble-sec,AV PARAL·LEL                                      ,Tuesday,January,10,9,Morning,1,0,1,2,2.162859,41.374798999999996
20170000214,Sant Martí,Provençals del Poblenou,SELVA DE MAR                                      ,Tuesday,January,10,9,Morning,1,0,1,1,2.204241,41.412263
20170000215,Eixample,la Nova Esquerra de l'Eixample,PROVENÇA / Rocafort                               ,Tuesday,January,10,10,Morning,1,0,1,2,2.147166,41.383925
20170000216,Eixample,la Nova Esquerra de l'Eixample,COMTE D'URGELL / València                         ,Tuesday,January,10,11,Morning,1,0,1,2,2.153947,41.385622999999995
20170000217,Nou Barris,les Roquetes,LLOPIS / Torres                                   ,Tuesday,January,3,7,Morning,1,0,1,1,2.176756,41.446948
20170000218,Eixample,la Dreta de l'Eixample,BALMES                                            ,Tuesday,January,10,11,Morning,2,0,2,2,2.1645689999999997,41.387984
20170000219,Sant Andreu,el Bon Pastor,RDA LITORAL(BESÒS)                                ,Tuesday,January,10,10,Morning,3,0,3,4,2.205163,41.444756
20170000220,Sarrià-Sant Gervasi,Sarrià,MONTEVIDEO / Pere II Montcada                     ,Tuesday,January,10,12,Morning,1,0,1,2,2.1140529999999997,41.399263
20170000221,Eixample,la Dreta de l'Eixample,PAU CLARIS / Aragó                                ,Tuesday,January,10,13,Morning,1,0,1,2,2.1663759999999996,41.393276
20170000222,Sants-Montjuïc,Hostafrancs,TARRAGONA / València                              ,Tuesday,January,10,13,Morning,3,0,3,3,2.14483,41.378807
20170000223,Gràcia,la Vila de Gràcia,GUILLERIES / Perla                                ,Wednesday,January,4,21,Afternoon,1,0,1,1,2.156804,41.40319
20170000224,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,BALMES                                            ,Tuesday,January,10,13,Morning,1,0,1,2,2.1371029999999998,41.409426
20170000225,Eixample,la Dreta de l'Eixample,GV CORTS CATALANES                                ,Tuesday,January,10,14,Afternoon,1,0,1,2,2.172707,41.393085
20170000226,Les Corts,Pedralbes,G.V. CARLES III / Pg Manuel Girona                ,Tuesday,January,10,14,Afternoon,1,0,1,2,2.129917,41.392509999999994
20170000227,Sant Martí,el Parc i la Llacuna del Poblenou,PUJADES / Pamplona                                ,Tuesday,January,10,14,Afternoon,1,0,1,2,2.192754,41.395653
20170000228,Eixample,l'Antiga Esquerra de l'Eixample,ARAGÓ / Muntaner                                  ,Tuesday,January,10,14,Afternoon,1,0,1,2,2.158465,41.38733
20170000229,Ciutat Vella,el Barri Gòtic,RDA LITORAL(BESÒS)                                ,Tuesday,January,10,14,Afternoon,2,0,2,2,2.177594,41.373868
20170000230,Ciutat Vella,el Barri Gòtic,FONTANELLA                                        ,Tuesday,January,10,16,Afternoon,1,0,1,2,2.171745,41.38711
20170000231,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,BELLESGUARD                                       ,Tuesday,January,10,15,Afternoon,1,0,1,2,2.1278650000000003,41.408507
20170000232,Eixample,Sant Antoni,SEPÚLVEDA / Entença                               ,Tuesday,January,10,17,Afternoon,1,0,1,2,2.1541650000000003,41.376925
20170000233,Sant Martí,Provençals del Poblenou,CRISTÓBAL DE MOURA / Bac de Roda                  ,Tuesday,January,10,18,Afternoon,1,0,1,2,2.2028779999999997,41.408369
20170000234,Sarrià-Sant Gervasi,les Tres Torres,VIA AUGUSTA                                       ,Tuesday,January,10,16,Afternoon,1,0,1,2,2.132472,41.397653999999996
20170000235,Eixample,Sant Antoni,VILADOMAT                                         ,Tuesday,January,10,18,Afternoon,1,0,1,3,2.158258,41.378826000000004
20170000236,Eixample,la Dreta de l'Eixample,AV DIAGONAL / Pau Claris                          ,Tuesday,January,10,18,Afternoon,1,0,1,2,2.161465,41.397016
20170000237,Eixample,l'Antiga Esquerra de l'Eixample,PARÍS / Muntaner                                  ,Tuesday,January,10,17,Afternoon,1,0,1,2,2.151684,41.392459
20170000238,Sant Andreu,Navas,PG MARAGALL / Villar                              ,Tuesday,January,10,18,Afternoon,1,0,1,1,2.180391,41.416306
20170000239,Horta-Guinardó,el Guinardó,AV M DÉU MONTSERRA / Bisbal                       ,Monday,January,9,15,Afternoon,1,0,1,1,2.171839,41.418317
20170000240,Sant Martí,la Vila Olímpica del Poblenou,ÀLABA / Doctor Trueta                             ,Tuesday,January,10,19,Afternoon,1,0,1,2,2.197259,41.393964000000004
20170000241,Nou Barris,la Trinitat Nova,RDA DALT(LLOBREGAT                                ,Tuesday,January,10,21,Afternoon,1,0,1,2,2.18741,41.44683
20170000242,Eixample,l'Antiga Esquerra de l'Eixample,PL ESPANYA                                        ,Tuesday,January,10,22,Night,1,0,1,2,2.1483830000000004,41.375432
20170000243,Gràcia,el Camp d'en Grassot i Gràcia Nova,ROSSELLÓ / Sicília                                ,Tuesday,January,10,17,Afternoon,1,0,1,2,2.1709169999999998,41.403509
20170000244,Eixample,l'Antiga Esquerra de l'Eixample,COMTE D'URGELL / Rosselló                         ,Wednesday,January,11,7,Morning,1,0,1,3,2.1505419999999997,41.388185
20170000245,Sant Martí,el Camp de l'Arpa del Clot,ST ANTONI M CLARET / Pg Maragall                  ,Wednesday,January,11,7,Morning,1,0,1,2,2.180453,41.41579
20170000246,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,AV DIAGONAL                                       ,Wednesday,January,11,7,Morning,1,0,1,2,2.204108,41.407861
20170000247,Sants-Montjuïc,la Marina del Prat Vermell,RDA LITORAL(BESÒS)                                ,Wednesday,January,11,9,Morning,1,0,1,2,2.171885,41.366019
20170000248,Eixample,la Dreta de l'Eixample,ARAGÓ                                             ,Wednesday,January,11,9,Morning,2,0,2,2,2.162906,41.390878
20170000249,Eixample,el Fort Pienc,CASTILLEJOS                                       ,Wednesday,January,11,9,Morning,1,0,1,2,2.185924,41.400585
20170000250,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,SANTALÓ / Copèrnic                                ,Wednesday,January,11,11,Morning,1,0,1,2,2.139719,41.400542
20170000251,Sant Martí,el Clot,NAVAS DE TOLOSA                                   ,Wednesday,January,11,13,Morning,1,0,1,2,2.1874439999999997,41.415009999999995
20170000252,Unknown,Unknown,NUS TRINITAT                                      ,Wednesday,January,11,14,Afternoon,2,0,2,2,2.1935599999999997,41.449284000000006
20170000253,Sarrià-Sant Gervasi,les Tres Torres,PL PRAT DE LA RIBA / Rda General Mitre            ,Wednesday,January,11,15,Afternoon,1,0,1,2,2.129917,41.392509999999994
20170000254,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,SANTALÓ / Calaf                                   ,Wednesday,January,11,15,Afternoon,1,0,1,2,2.143837,41.397196
20170000255,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,RDA DALT (BESÒS)                                  ,Wednesday,January,11,16,Afternoon,1,0,1,2,2.122736,41.407889000000004
20170000256,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,PG BONANOVA / Escoles Pies                        ,Wednesday,January,11,15,Afternoon,2,0,2,2,2.127941,41.403541
20170000257,Sants-Montjuïc,la Font de la Guatlla,SANT FRUCTUÓS                                     ,Wednesday,January,11,17,Afternoon,1,0,1,2,2.142547,41.368928000000004
20170000258,Sant Martí,Provençals del Poblenou,CTRA C-31                                         ,Wednesday,January,11,14,Afternoon,1,0,1,2,2.203262,41.415467
20170000259,Sants-Montjuïc,la Bordeta,PL ILDEFONS CERDÀ / GV Corts Catalanes            ,Wednesday,January,11,17,Afternoon,1,0,1,2,2.134649,41.364176
20170000260,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,RDA DALT (BESÒS)                                  ,Wednesday,January,11,17,Afternoon,1,0,1,2,2.131426,41.414127
20170000261,Eixample,la Dreta de l'Eixample,DIPUTACIÓ / Pg Gràcia                             ,Wednesday,January,11,16,Afternoon,1,0,1,1,2.167049,41.390415999999995
20170000262,Les Corts,la Maternitat i Sant Ramon,AV DIAGONAL                                       ,Wednesday,January,11,16,Afternoon,1,0,1,2,2.1243220000000003,41.388126
20170000263,Eixample,el Fort Pienc,PL TETUAN / GV Corts Catalanes                    ,Wednesday,January,11,18,Afternoon,1,0,1,2,2.1744220000000003,41.394038
20170000264,Eixample,la Dreta de l'Eixample,PAU CLARIS                                        ,Wednesday,January,11,17,Afternoon,1,0,1,2,2.168404,41.391892
20170000265,Eixample,la Dreta de l'Eixample,ROGER DE LLÚRIA                                   ,Wednesday,January,11,19,Afternoon,1,0,1,2,2.165569,41.39547
20170000266,Sants-Montjuïc,el Poble-sec,RDA LITORAL(LLOBRE                                ,Wednesday,January,11,18,Afternoon,5,0,5,7,2.159933,41.355195
20170000267,Nou Barris,la Prosperitat,AV RIO DE JANEIRO / Tissó                         ,Wednesday,January,11,19,Afternoon,1,0,1,2,2.185621,41.442541999999996
20170000268,Sarrià-Sant Gervasi,Sarrià,CARD VIVES I TUTÓ                                 ,Wednesday,January,11,19,Afternoon,1,0,1,2,2.121429,41.394515000000006
20170000269,Sant Martí,el Camp de l'Arpa del Clot,CÒRSEGA / Dos de Maig                             ,Wednesday,January,11,21,Afternoon,1,0,1,2,2.1777189999999997,41.410323
20170000270,Les Corts,les Corts,EUROPA                                            ,Wednesday,January,11,20,Afternoon,1,0,1,2,2.129608,41.387178000000006
20170000271,Eixample,la Dreta de l'Eixample,VALÈNCIA / Pg Gràcia                              ,Wednesday,January,11,21,Afternoon,1,0,1,2,2.1638029999999997,41.393035999999995
20170000272,Sant Andreu,la Sagrera,ST ANTONI M CLARET                                ,Wednesday,January,11,21,Afternoon,1,0,1,2,2.187504,41.420826
20170000273,Gràcia,el Camp d'en Grassot i Gràcia Nova,PI I MARGALL / Secretari Coloma                   ,Wednesday,January,11,18,Afternoon,2,0,2,2,2.1638349999999997,41.408629
20170000274,Sants-Montjuïc,Hostafrancs,TARRAGONA / Sant Nicolau                          ,Wednesday,January,11,23,Night,2,0,2,2,2.1459099999999998,41.377996
20170000275,Eixample,la Dreta de l'Eixample,AV DIAGONAL                                       ,Thursday,January,12,3,Night,1,0,1,2,2.171632,41.399319
20170000276,Nou Barris,Canyelles,RDA DALT(LLOBREGAT                                ,Thursday,January,12,7,Morning,1,0,1,3,2.16847,41.442106
20170000277,Nou Barris,la Trinitat Nova,RDA DALT(LLOBREGAT                                ,Thursday,January,12,8,Morning,1,0,1,2,2.182684,41.446402
20170000278,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,RDA DALT(LLOBREGAT                                ,Thursday,January,12,7,Morning,1,0,1,2,2.135007,41.414658
20170000279,Sant Martí,la Vila Olímpica del Poblenou,ARQUITECTE SERT / Av Icària                       ,Thursday,January,12,8,Morning,1,0,1,1,2.197812,41.391861999999996
20170000280,Sant Andreu,la Sagrera,GRAN SANT ANDREU / Pare Manyanet                  ,Thursday,January,12,8,Morning,1,0,1,2,2.190876,41.42772
20170000281,Sant Andreu,Sant Andreu,CONCEPCIÓN ARENAL                                 ,Thursday,January,12,8,Morning,1,0,1,2,2.1844810000000003,41.429771
20170000282,Sant Martí,el Parc i la Llacuna del Poblenou,PUJADES / Marina                                  ,Thursday,January,12,9,Morning,2,0,2,2,2.189091,41.393131
20170000283,Sant Martí,la Vila Olímpica del Poblenou,RAMON TRIAS FARGAS / Moscou                       ,Thursday,January,12,9,Morning,1,0,1,2,2.1941759999999997,41.387636
20170000284,Sarrià-Sant Gervasi,el Putxet i el Farró,LINCOLN / Guillem Tell                            ,Thursday,January,12,10,Morning,1,0,1,2,2.147749,41.401884
20170000285,Les Corts,la Maternitat i Sant Ramon,AV DIAGONAL / Av Doctor Marañón                   ,Thursday,January,12,8,Morning,0,0,0,2,2.1120650000000003,41.38445
20170000286,Eixample,la Dreta de l'Eixample,AV DIAGONAL / Roger de Llúria                     ,Thursday,January,12,10,Morning,1,0,1,1,2.1631110000000002,41.397455
20170000287,Eixample,la Sagrada Família,INDÚSTRIA                                         ,Tuesday,January,10,14,Afternoon,1,0,1,1,2.174027,41.409121999999996
